ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
gdr,Li6.2La3Zr1.2Ta0.8O12,8,Li49.6La24.0Zr9.6Ta6.4O96.0,0.00032,,,Ia-3d ,230,12.908,12.908,12.908,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22959.0,205.0,671.0
v1q,Li6.8La3Zr1.8Ta0.2O12,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00073,0.00073,0.00078,Ia-3d ,230,12.978,12.978,12.978,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
4vd,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00063,0.00063,0.00087,Ia-3d ,230,12.9801,12.9801,12.9801,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,,,,,duplicate with line 512,,,,,685.0
5xk,Li6.65La3Zr1.65Ta0.35O12,8,Li53.2La24.0Zr13.2Ta2.8O96.0,0.00046,0.00046,0.00077,Ia-3d ,230,12.9591,12.9591,12.9591,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
2wb,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00047,0.00047,0.00072,Ia-3d ,230,12.947,12.947,12.947,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.2109/jcersj2.19022,22956.0,206.0,
zfg,Li6.55La3Zr1.55Ta0.45O12,8,Li52.4La24.0Zr12.4Ta3.6O96.0,0.0004,0.0004,0.00069,Ia-3d ,230,12.9489,12.9489,12.9489,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
6hq,Li6La3ZrTaO12,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00035,0.00035,0.00044,Ia-3d ,230,12.89,12.89,12.89,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,
hcm,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,3.4e-05,3.4e-05,0.00016,Ia-3d ,230,12.8311,12.8311,12.8311,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.1016/0167-577X(88)90011-0,68252.0,206.0,
e6a,Li6.7La3Zr1.7Ta0.3O12,8,Li53.6La24.0Zr13.6Ta2.4O96.0,0.00069,0.00069,0.00096,Ia-3d ,230,12.9721,12.9721,12.9721,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.1021/acsaem.1c03632,48784.0,206.0,
g5q,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00028,0.00028,0.00055,Ia-3d ,230,12.9187,12.9187,12.9187,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,ICSD not the same paper,,,Yes,10.2109/jcersj2.19022,22957.0,206.0,
4ie,Li6.05Ga0.25La3Zr2O11.8F0.2,8,Li48.4Ga2.0La24.0Zr16.0O94.4F1.6,0.00128,,,Ia-3d ,230,12.96891,12.96891,12.96891,90.0,90.0,90.0,garnet,10.1021/acsami.8b17656,1,D2 - 207,done,,,appendix: diffraction data available,,,,207.0,
5z8,Li5.72Al0.26La3Zr1.5W0.25O12,8,Li45.76Al2.08La24.0Zr12.0W2.0O96.0,0.00049,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.5b02429,1,D2 - 208,not available,,,composition check,,,,208.0,
5d6,Li6.8La3Zr1.9Mo0.1O12,8,Li54.4La24.0Zr15.2Mo0.8O96.0,8e-05,,,Ia-3d ,230,12.9697,12.9697,12.9697,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,not available,,,,,,,209.0,
ciq,Li6.6La3Zr1.8Mo0.2O12,8,Li52.8La24.0Zr14.4Mo1.6O96.0,0.000311,,,Ia-3d ,230,12.969,12.969,12.969,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,not available,,,,,,,209.0,
suz,Li6.4La3Zr1.7Mo0.3O12,8,Li51.2La24.0Zr13.6Mo2.4O96.0,0.000369,,,Ia-3d ,230,12.9552,12.9552,12.9552,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,not available,,,,,,,209.0,
1tk,Li6.2La3Zr1.6Mo0.4O12,8,Li49.6La24.0Zr12.8Mo3.2O96.0,0.00034,,,Ia-3d ,230,12.9532,12.9532,12.9532,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,not available,,,,,,,209.0,
9o6,Li6.5La3Zr1.75Mo0.25O12,8,Li52.0La24.0Zr14.0Mo2.0O96.0,0.000333,,,Ia-3d ,230,12.9556,12.9556,12.9556,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.5b01895,1,D2 - 209,done,ICSD; no pc info,,,,,,209.0,
r07,Li6.75La3Zr1.875Te0.125O12,8,Li54.0La24.0Zr15.0Te1.0O96.0,0.00033,,,Ia-3d ,230,12.9469,12.9469,12.9469,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,
uht,Li6.5La3Zr1.75Te0.25O12,8,Li52.0La24.0Zr14.0Te2.0O96.0,0.00102,,,Ia-3d ,230,12.9134,12.9134,12.9134,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,
kbq,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,1.9e-05,1.9e-05,4e-05,Ia-3d ,230,13.0652,13.0652,13.0652,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158372.0,213.0,
uw9,Li6La2SrBi2O12,8,Li48.0La16.0Sr8.0Bi16.0O96.0,2e-05,2e-05,5.2e-05,Ia-3d ,230,13.0893,13.0893,13.0893,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158373.0,213.0,
vqu,Li5Nd3Sb2O12,8,Li40.0Nd24.0Sb16.0O96.0,1.3e-07,,1.3e-07,Ia-3d ,230,12.66238,12.66238,12.66238,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.04.002,1,D2 - 214,done,ICSD ,,,,,159426.0,214.0,
lpt,Li4Nd3TeSbO12,8,Li32.0Nd24.0Te8.0Sb8.0O96.0,8.7e-09,,,Ia-3d ,230,12.62138,12.62138,12.62138,90.0,90.0,90.0,garnet,10.1021/cm703677q,1,D2 - 215; D1 - 252,done,ICSD ,,,,,159732.0,215.0,210.0
xog,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,7.8e-06,7.8e-06,8.2e-06,Ia-3d ,230,12.8566,12.8566,12.8566,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161342.0,216.0,
bi3,Li6SrLa2Sb2O12,8,Li48.0Sr8.0La16.0Sb16.0O96.0,6.3e-06,6.3e-06,6.6e-06,Ia-3d ,230,12.8933,12.8933,12.8933,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161343.0,216.0,
gcj,Li6(La2Ca)(NbO6)2,8,Li48.0La16.0Ca8.0Nb16.0O96.0,1.33e-06,,,Ia-3d ,230,12.72185,12.72185,12.72185,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,,,,161386.0,217.0,
20k,Li6(La2Sr)(NbO6)2,8,Li48.0La16.0Sr8.0Nb16.0O96.0,3.69e-06,,,Ia-3d ,230,12.83078,12.83078,12.83078,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.047,1,D2 - 217; D1 - 890,done,ICSD ,,"Value for annealed, quenched also available: 6.2e-7",,,161387.0,217.0,
jej,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.725,12.725,12.725,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163860.0,218.0,
hud,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.3e-05,,,Ia-3d ,230,13.001,13.001,13.001,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163861.0,218.0,
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,0.00041,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,
sdz,Li6.15La3Zr1.75Ta0.25Al0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,0.00037,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,
7w5,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00087,,,Ia-3d ,230,12.96,12.96,12.96,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,done,,,,Yes,10.1039/c1jm14588f,183873.0,219.0,
etz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.97e-06,,,Ia-3d ,230,12.9727,12.9727,12.9727,90.0,90.0,90.0,,10.1039/c1cp22108f,0,,done,,,,Yes,10.1021/ic101914e,261302.0,221.0,
ner,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.69e-05,,,Ia-3d ,230,12.995,12.995,12.995,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2012.04.032,1,D2 - 222,done,,,,,,185602.0,222.0,
z2s,Nd3Zr2Al0.5Li5.5O12,8,Nd24.0Zr16.0Al4.0Li44.0O96.0,3.9e-05,,,Ia-3d ,230,12.8158,12.8158,12.8158,90.0,90.0,90.0,garnet,10.1039/c3ta13252h,1,D2 - 223,done,ICSD ,,,,,189530.0,223.0,
72f,(Li6.26Al0.24)La3Zr2O12,8,Li50.08Al1.92La24.0Zr16.0O96.0,0.00021,,,Ia-3d ,230,12.96328,12.96328,12.96328,90.0,90.0,90.0,garnet,10.1016/j.ssi.2015.04.011,1,D2 - 224,done,ICSD ,,,,,195182.0,224.0,
j5g,Li6La3Nb1.5Y0.5O12,8,Li48.0La24.0Nb12.0Y4.0O96.0,0.000188,,,Ia-3d ,230,12.9136,12.9136,12.9136,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,appendix; ICSD,,,,,237141.0,225.0,664.0
dvb,Li5.2La3Nb1.9Y0.1O12,8,Li41.6La24.0Nb15.2Y0.8O96.0,6.39e-05,,,Ia-3d ,230,12.8216,12.8216,12.8216,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,,,,237143.0,225.0,
cti,Li5.4La3Nb1.8Y0.2O12,8,Li43.2La24.0Nb14.4Y1.6O96.0,6.74e-05,,,Ia-3d ,230,12.8306,12.8306,12.8306,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,,,,237144.0,225.0,
2d1,Li5.5La3Nb1.75Y0.25O12,8,Li44.0La24.0Nb14.0Y2.0O96.0,9.18e-05,,,Ia-3d ,230,12.8582,12.8582,12.8582,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,,,,237145.0,225.0,
sqm,Li6Ba0.5Sr0.5La2Ta2O12,8,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,7.1e-06,,,Ia-3d ,230,12.92046,12.92046,12.92046,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237199.0,226.0,
zxr,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,5.4e-06,,,Ia-3d ,230,12.846394,12.846394,12.846394,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237200.0,226.0,
h89,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.5e-05,,,Ia-3d ,230,12.99726,12.99726,12.99726,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237201.0,226.0,
l9r,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.70877,12.70877,12.70877,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237202.0,226.0,
544,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,4e-05,4e-05,5.38e-05,I213 ,199,12.946,12.946,12.946,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,583.0
ps0,Li6SrLa2Ta2O12,8,Li48.0Sr8.0La16.0Ta16.0O96.0,7e-06,7e-06,8.84e-06,I213 ,199,12.808,12.808,12.808,90.0,90.0,90.0,garnet-like,10.1002/adfm.200400044,1,D2 - 227,not available,,,,,,,227.0,631.0
ueu,Li5.74La3Zr1.5Ta0.5O12,8,Li45.92La24.0Zr12.0Ta4.0O96.0,0.000903,,,Ia-3d ,230,12.93,12.93,12.93,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239663.0,228.0,
uwh,La3Li5.08Ta1.51Zr0.39O12,8,La24.0Li40.64Ta12.08Zr3.12O96.0,0.000103,,,Ia-3d ,230,12.84,12.84,12.84,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239664.0,228.0,
wa3,Li51.2Al1.6La24Zr16O96,1,Li51.2Al1.6La24Zr16O96,0.000254,,,Ia-3d ,230,12.959,12.959,12.959,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,"Z, composition incorrect",,,241475.0,229.0,
l6h,Li49.6Al1.6La24Zr14.4Ta1.6O96,1,Li49.6Al1.6La24Zr14.4Ta1.6O96,0.000614,,,Ia-3d ,230,12.958,12.958,12.958,90.0,90.0,90.0,garnet,10.1038/srep18053,1,D2 - 229,done,ICSD ,,,,,241476.0,229.0,
gz8,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.59e-05,,,Ia-3d ,230,12.8176,12.8176,12.8176,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259164.0,231.0,
419,Li5.3La3Ta1.85Sm0.15O12,8,Li42.4La24.0Ta14.8Sm1.2O96.0,7.11e-06,,,Ia-3d ,230,12.8108,12.8108,12.8108,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259165.0,231.0,
c0g,Li5.5La3Ta1.75Sm0.25O12,8,Li44.0La24.0Ta14.0Sm2.0O96.0,5.17e-06,,,Ia-3d ,230,12.8206,12.8206,12.8206,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259166.0,231.0,
kbu,Li5.70La3Ta1.65Sm0.35O12,8,Li45.6La24.0Ta13.2Sm2.8O96.0,2.15e-05,,,Ia-3d ,230,12.8309,12.8309,12.8309,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259167.0,231.0,
fam,Li5.90La3Ta1.55Sm0.45O12,8,Li47.2La24.0Ta12.4Sm3.6O96.0,1.18e-05,,,Ia-3d ,230,12.846,12.846,12.846,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259168.0,231.0,
dae,Li6.10La3Ta1.45Sm0.55O12,8,Li48.8La24.0Ta11.6Sm4.4O96.0,1.4e-05,,,Ia-3d ,230,12.8525,12.8525,12.8525,90.0,90.0,90.0,garnet,10.1021/acs.inorgchem.7b00816,1,D2 - 231,done,ICSD ,,,,,259169.0,231.0,
9p1,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000569,,,Ia-3d ,230,12.9682,12.9682,12.9682,90.0,90.0,90.0,,10.1016/j.ssi.2010.12.010,0,,,,,,,,,232.0,
gkl,Li5La3Nb2O12,8,Li40.0La24.0Nb16.0O96.0,5.08e-06,,,Ia-3d ,230,12.718,12.718,12.718,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,done,,,ic # incorrect,Yes,10.1039/b514640b,171171.0,233.0,
ijh,Li5La3Nb1.95Y0.05O12,8,Li40.0La24.0Nb15.6Y0.4O96.0,1.34e-05,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,
q46,Li5La3Nb1.9Y0.1O12,8,Li40.0La24.0Nb15.2Y0.8O96.0,1.44e-05,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,
8m3,Li5La3Nb1.85Y0.15O12,8,Li40.0La24.0Nb14.8Y1.2O96.0,5.71e-06,,,Ia-3d ,230,12.732,12.732,12.732,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,
zyx,Li5La3Nb1.8Y0.2O12,8,Li40.0La24.0Nb14.4Y1.6O96.0,9.13e-06,,,Ia-3d ,230,12.743,12.743,12.743,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,
qvu,Li5La3Nb1.75Y0.25O12,8,Li40.0La24.0Nb14.0Y2.0O96.0,9.68e-06,,,Ia-3d ,230,12.717,12.717,12.717,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2011.05.031,1,D2 - 233,not available,,,,,,,233.0,
v07,La3Zr2Ga0.5Li5.5O12,8,La24.0Zr16.0Ga4.0Li44.0O96.0,0.0001,,,Ia-3d ,230,12.9697,12.9697,12.9697,90.0,90.0,90.0,garnet,10.1039/c2dt31318a,1,D2 - 236,not available,,,appendix: diffraction data available,,,,236.0,
whw,Li6.8La3Zr1.8Sb0.2O12,8,Li54.4La24.0Zr14.4Sb1.6O96.0,5.9e-05,,,Ia-3d ,230,12.97545,12.97545,12.97545,90.0,90.0,90.0,garnet,10.1039/c3cp50991e,1,D2 - 237; D1 - 807,not available,,,,,,,237.0,678.0
duf,Li6.6La3Zr1.6Sb0.4O12,8,Li52.8La24.0Zr12.8Sb3.2O96.0,0.00077,,,Ia-3d ,230,12.95955,12.95955,12.95955,90.0,90.0,90.0,garnet,10.1039/c3cp50991e,1,D2 - 237; D1 - 807,done,,,,Yes,10.1016/j.ssi.2019.115185,19975.0,237.0,674.0
dll,Li6.4La3Zr1.4Sb0.6O12,8,Li51.2La24.0Zr11.2Sb4.8O96.0,0.00066,,,Ia-3d ,230,12.95179,12.95179,12.95179,90.0,90.0,90.0,garnet,10.1039/c3cp50991e,1,D2 - 237; D1 - 807,not available,,,,,,,237.0,675.0
i90,Li6.2La3Zr1.2Sb0.8O12,8,Li49.6La24.0Zr9.6Sb6.4O96.0,0.00045,,,Ia-3d ,230,12.92484,12.92484,12.92484,90.0,90.0,90.0,garnet,10.1039/c3cp50991e,1,D2 - 237; D1 - 807,not available,,,,,,,237.0,676.0
dm9,Li6La3ZrSbO12,8,Li48.0La24.0Zr8.0Sb8.0O96.0,0.00026,,,Ia-3d ,230,12.9237,12.9237,12.9237,90.0,90.0,90.0,garnet,10.1039/c3cp50991e,1,D2 - 237; D1 - 807,not available,,,,,,,237.0,677.0
bqx,Li3Nd3Te2O12,8,Li24.0Nd24.0Te16.0O96.0,<1E-10,,,Ia-3d ,230,12.56253,12.56253,12.56253,90.0,90.0,90.0,garnet,10.1021/cm060992t,1,D2 - 240; D1 - 788,not available,,,,,,,240.0,
32j,Li7La3Hf2O12,8,Li56.0La24.0Hf16.0O96.0,0.00024,,,Ia-3d ,230,12.938,12.938,12.938,90.0,90.0,90.0,garnet,10.1007/s11581-010-0486-2,1,D2 - 250,not available,,,,,,,250.0,
z53,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.000313,,,Ia-3d ,230,12.9594,12.9594,12.9594,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,329.0,786.0
8y4,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,8,Li52.8La23.0Y1.0Zr12.8Ta3.2O96.0,0.000317,,,Ia-3d ,230,12.9572,12.9572,12.9572,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,,655.0
ucw,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,8,Li52.8La22.0Y2.0Zr12.8Ta3.2O96.0,0.000436,,,Ia-3d ,230,12.9506,12.9506,12.9506,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,,654.0
ff9,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,8,Li52.8La20.0Y4.0Zr12.8Ta3.2O96.0,0.000226,,,Ia-3d ,230,12.9479,12.9479,12.9479,90.0,90.0,90.0,garnet,10.1021/am503731h,1,D1 - 786,not available,,,,,,,329.0,656.0
2mn,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.000511,,,Ia-3d ,230,12.968,12.968,12.968,90.0,90.0,90.0,garnet,10.1002/anie.200701144,0,D1 - 21,not available,,,appendix: diffraction data available,,,,,10.0
8ee, Li6.4Al0.19La3Zr2O11.8,8,Li51.2Al1.52La24.0Zr16.0O94.4,0.00031,,,Ia-3d ,230,12.972,12.972,12.972,90.0,90.0,90.0,,10.1016/j.jpowsour.2012.02.100,1,,,,,,,,,,14.0
8k7,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,1.54e-06,,,Ia-3d ,230,12.85,12.85,12.85,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.11.015,1,D1 - 239,not available,,,,,,,,239.0
b7v,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,2.2e-05,,,Ia-3d ,230,13.052,13.052,13.052,90.0,90.0,90.0,garnet,10.1016/j.ssi.2017.03.030,1,D1 - 713,not available,,,,,,,,713.0
66a,Li6.75La3Zr1.75Nb0.25O12 ,8,Li54.0La24.0Zr14.0Nb2.0O96.0,0.0008,,,Ia-3d ,230,12.9519,12.9519,12.9519,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2010.11.089,1,D2 - 249; D1 - 769,not available,,,,,,,249.0,638.0
3rh,Li6.5La3Nb1.25Y0.75O12 ,8,Li52.0La24.0Nb10.0Y6.0O96.0,0.00027,,,Ia-3d ,230,12.9488,12.9488,12.9488,90.0,90.0,90.0,garnet,10.1021/jp304737x,1,D2 - 225; D1 - 795,done,ICSD ,,duplicate with line 550,,,237146.0,225.0,663.0
kh3,Li6.5La3Zr1.5Ta0.5O12 ,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00092,,,Ia-3d ,230,12.945,12.945,12.945,90.0,90.0,90.0,,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19094,25446.0,205.0,668.0
zqx,Li6.6La3Zr1.6Ta0.4O12 ,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00073,,,Ia-3d ,230,12.948,12.948,12.948,90.0,90.0,90.0,,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,not available,,,,,,,205.0,669.0
o5q,Li6.8La3Zr1.8Ta0.2O12 ,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00028,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22955.0,205.0,672.0
0ew,Li6La3ZrTaO12 ,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00016,,,Ia-3d ,230,12.891,12.891,12.891,90.0,90.0,90.0,,10.1039/c2jm31413d,0,,,,,duplicate with line 510,,,,205.0,673.0
a6v,Li5.4La3Nb1.8Y0.75O12,8,Li43.2La24.0Nb14.4Y6.0O96.0,2.51e-05,,,Ia-3d ,230,12.9488,12.9488,12.9488,90.0,90.0,90.0,,10.1021/jp304737x,0,,,,,wrong composition;  may duplicate with 548,,,,,695.0
tbj,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,3.33e-06,,,Ia-3d ,230,12.84665,12.84665,12.84665,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.002,1,D2 - 217; D1 - 890,done,ICSD ,,duplicate with line 536,,,161389.0,217.0,
dbs,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.000794,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,34.0
bt0,Li6.5La2.95Ba0.05Zr1.45Ta0.55O12,8,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,0.000832,,,Ia-3d ,230,12.949,12.949,12.949,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0
dti,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,8,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,0.000834,,,Ia-3d ,230,12.944,12.944,12.944,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0
7gm,Li6.5La2.8Ba0.2Zr1.3Ta0.7O12,8,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,0.000631,,,Ia-3d ,230,12.952,12.952,12.952,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0
c71,Li6.5La2.7Ba0.3Zr1.2Ta0.8O12,8,Li52.0La21.6Ba2.4Zr9.6Ta6.4O96.0,0.000492,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0
rgo,Li7La3Ta2O13,8,Li56.0La24.0Ta16.0O104.0,2.65e-06,,,Ia-3d ,230,12.82,12.82,12.82,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.07.002,1,D1  - 228,not available,,,,,,,,187.0
ar1,Li4SnS3Se,4,Li16.0Sn4.0S12.0Se4.0,7.5e-05,,,Pnma,62,14.0934,8.07139,6.46112,90.0,90.0,90.0,,10.1021/acs.chemmater.0c04150,1,,done,ICSD-111756,,,,,111756.0,,
